State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Florida,Cape Canaveral,Cape Canaveral AFS,XMR,1990,78680,0,0,28.46722222,-80.56666667
Florida,Jacksonville,Cecil Field,NZC,1990,1309524,0,0,30.21861111,-81.87666667
Florida,Daytona Beach,Daytona Beach Regional,DAB,1990,755547,178326,492948,29.1825,-81.05277778
Florida,Fort Lauderdale,Fort Lauderdale-Hollywood International,FLL,1990,33801361,15684095,4176501,26.07416667,-80.15166667
Florida,Gainesville,Gainesville Regional,GNV,1990,2774,184968,166024,29.68972222,-82.27583333
Florida,Jacksonville,Jacksonville International,JAX,1990,5199005,10822612,1265930,30.48472222,-81.68777778
Florida,Jacksonville,Jacksonville NAS,NIP,1990,0,0,232,30.23416667,-81.67527778
Florida,Key West,Key West International,EYW,1990,38471,15745,80203,24.55555556,-81.75972222
Florida,Melbourne,Melbourne Regional,MLB,1990,275152,68305,360126,28.1025,-80.64305556
Florida,Miami,Miami International,MIA,1990,776255655,67486485,11719539,25.7925,-80.28611111
Florida,Valparaiso,Northwest Florida Regional,VPS,1990,52815,100,69462,30.48333333,-86.52527778
Florida,Orlando,Orlando International,MCO,1990,41482656,24166004,8286439,28.43166667,-81.32472222
Florida,Sanford,Orlando Sanford International,SFB,1990,0,0,77,28.77777778,-81.2375
Florida,West Palm Beach/Palm Beach,Palm Beach International,PBI,1990,6259171,6848936,2629348,26.68222222,-80.09416667
Florida,Pensacola,Pensacola Regional,PNS,1990,1725927,2859063,394246,30.47333333,-87.1875
Florida,Sarasota/Bradenton,Sarasota/Bradenton Airport,SRQ,1990,1084158,142697,992148,27.39388889,-82.55416667
Florida,Fort Myers,Southwest Florida International,RSW,1990,3155719,3398473,1725129,26.53611111,-81.755
Florida,St. Petersburg,St. Petersburg-Clearwater International,PIE,1990,4392,0,92410,27.90722222,-82.68555556
Florida,Tallahassee,Tallahassee Regional,TLH,1990,1010765,1398778,380736,30.39972222,-84.35194444
Florida,Tampa,Tampa International,TPA,1990,44183715,34028670,5082674,27.97305556,-82.53527778
Florida,Titusville,Space Center Executive,TIX,1991,0,0,0,28.51222222,-80.79944444
Florida,Cape Canaveral,Cape Canaveral AFS,XMR,1991,0,0,55,28.46722222,-80.56666667
Florida,Daytona Beach,Daytona Beach Regional,DAB,1991,430,11,391886,29.1825,-81.05277778
Florida,Crestview,Bob Sikes,CEW,1991,1,0,0,30.77972222,-86.5225
Florida,Fort Lauderdale,Fort Lauderdale Executive,FXE,1991,0,0,0,26.19694444,-80.17083333
Florida,Fort Lauderdale,Fort Lauderdale-Hollywood International,FLL,1991,44914,7443,3465381,26.07416667,-80.15166667
Florida,Gainesville,Gainesville Regional,GNV,1991,114,6,108530,29.68972222,-82.27583333
Florida,Destin,Destin-Ft. Walton Beach,DSI,1991,431,0,0,30.4,-86.47138889
Florida,Orlando,Herndon,ORL,1991,0,0,0,28.54416667,-81.33555556
Florida,Ocala,Ocala Municipal,OCF,1991,38,0,53,29.17555556,-82.22694444
