State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Oregon,Klamath Falls,Kingsley Field,LMT,1990,48464,4742,11550,42.16305556,-121.7358333
Oregon,Eugene,Mahlon Sweet Field,EUG,1990,951632,1203423,227526,44.12083333,-123.2175
Oregon,Salem,McNary Field,SLE,1990,15461,0,1822,44.91027778,-123.0013889
Oregon,Medford,Medford Jackson County,MFR,1990,337724,650457,125461,42.37361111,-122.8722222
Oregon,North Bend/Coos Bay,North Bend Municipal,OTH,1990,205286,2218,12998,43.41888889,-124.24
Oregon,Pendleton,Pendleton Municipal,PDT,1990,76251,1410,8684,45.69833333,-118.8361111
Oregon,Portland,Portland International,PDX,1990,42285932,23220986,3042215,45.58916667,-122.595
Oregon,Bend/Redmond,Roberts Field,RDM,1990,136807,7927,46222,44.25444444,-121.1513889
Oregon,Lakeview,Lake County,LKV,1991,0,0,0,42.16111111,-120.3980556
Oregon,Chiloquin,Chiloquin State,CHZ,1991,1,0,0,42.57638889,-121.8769444
Oregon,Corvallis,Corvallis Municipal,CVO,1991,1,0,0,44.49722222,-123.2869444
Oregon,Portland,Portland International,PDX,1991,55372,10710,3172071,45.58916667,-122.595
Oregon,Klamath Falls,Kingsley Field,LMT,1991,117,2,12300,42.16305556,-121.7358333
Oregon,North Bend/Coos Bay,North Bend Municipal,OTH,1991,93,10,14797,43.41888889,-124.24
Oregon,Pendleton,Pendleton Municipal,PDT,1991,67,0,9185,45.69833333,-118.8361111
Oregon,Eugene,Mahlon Sweet Field,EUG,1991,756,758,259345,44.12083333,-123.2175
Oregon,Medford,Medford Jackson County,MFR,1991,825,389,140654,42.37361111,-122.8722222
Oregon,Roseburg,Roseburg Regional,RBG,1991,162,0,0,43.23888889,-123.3597222
Oregon,Bend/Redmond,Roberts Field,RDM,1991,188,4,64434,44.25444444,-121.1513889
Oregon,Ashland,Ashland Municipal-Sumner Parker Field,XXU,1991,4,0,0,42.19111111,-122.6588889
Oregon,Brookings,Brookings Airport,BOK,1991,0,0,0,42.07472222,-124.2888889
Oregon,Salem,McNary Field,SLE,1991,5,0,3741,44.91027778,-123.0013889
Oregon,Gold Beach,Gold Beach Municipal,GOL,1991,0,0,0,42.41361111,-124.4230556
Oregon,Troutdale,Portland Troutdale,TTD,1991,2,0,0,45.54944444,-122.4
Oregon,Chiloquin,Chiloquin State,CHZ,1992,1,0,0,42.57638889,-121.8769444
Oregon,Garibaldi,Tillamook,VWG,1992,1,0,0,45.41861111,-123.8136111
Oregon,Portland,Portland International,PDX,1992,45586,12081,3587641,45.58916667,-122.595
Oregon,Klamath Falls,Kingsley Field,LMT,1992,128,0,13677,42.16305556,-121.7358333
Oregon,Bandon,Bandon State,BDY,1992,0,0,0,43.0875,-124.4083333
Oregon,North Bend/Coos Bay,North Bend Municipal,OTH,1992,149,4,16661,43.41888889,-124.24
Oregon,Pendleton,Pendleton Municipal,PDT,1992,63,0,10448,45.69833333,-118.8361111
Oregon,Eugene,Mahlon Sweet Field,EUG,1992,837,748,282098,44.12083333,-123.2175
Oregon,Medford,Medford Jackson County,MFR,1992,812,481,155172,42.37361111,-122.8722222
Oregon,Roseburg,Roseburg Regional,RBG,1992,187,0,0,43.23888889,-123.3597222
Oregon,Bend/Redmond,Roberts Field,RDM,1992,248,4,64052,44.25444444,-121.1513889
Oregon,Ashland,Ashland Municipal-Sumner Parker Field,XXU,1992,0,0,0,42.19111111,-122.6588889
Oregon,Brookings,Brookings Airport,BOK,1992,0,0,0,42.07472222,-124.2888889
Oregon,Salem,McNary Field,SLE,1992,4,0,4011,44.91027778,-123.0013889
