State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Ohio,Akron,Akron-Canton Regional,CAK,1990,668829,1786648,230249,40.91388889,-81.44166667
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1990,13312776,20845740,3834291,41.41083333,-81.84944444
Ohio,Dayton,James M Cox/Dayton International,DAY,1990,37801106,12613016,1845023,39.90111111,-84.22
Ohio,Columbus,Lockbourne AFB,LCK,1990,87633,0,0,39.81416667,-82.93222222
Ohio,Columbus,Port Columbus International,CMH,1990,6095776,23183494,1683687,39.99111111,-82.87833333
Ohio,Toledo,Toledo Express,TOL,1990,261581,273676,202292,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1990,7637,600,12474,41.25611111,-80.66972222
Ohio,Columbus,Port Columbus International,CMH,1991,7486,13221,1583893,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1991,108671,7319,1759339,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1991,0,0,0,39.10277778,-84.42138889
Ohio,Dayton,Wright-Patterson AFB,FFO,1991,557,0,1098,39.82611111,-84.04833333
Ohio,Toledo,Toledo Express,TOL,1991,15204,146,205808,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1991,27,1,15240,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1991,21707,9998,3558001,41.41083333,-81.84944444
Ohio,Columbus,Lockbourne AFB,LCK,1991,7437,3,64,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1991,79,751,184840,40.91388889,-81.44166667
Ohio,Zanesville,Zanesville Municipal,ZZV,1991,1,0,0,39.94277778,-81.8925
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1991,0,0,108,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1991,0,0,0,39.42805556,-83.79222222
Ohio,Columbus,Port Columbus International,CMH,1992,6354,14878,2206646,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1992,39069,4477,936235,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1992,0,0,68,39.10277778,-84.42138889
Ohio,Dayton,Wright-Patterson AFB,FFO,1992,1452,0,752,39.82611111,-84.04833333
Ohio,Dayton,Montgomery County,MGY,1992,0,0,0,39.59111111,-84.22388889
Ohio,Lima,Lima Allen County,AOH,1992,0,0,0,40.70833333,-84.02666667
Ohio,Cleveland,Lakefront,BKL,1992,0,0,267,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1992,94526,183,247122,41.59083333,-83.80083333
Ohio,Sandusky,Griffing Sandusky,SKY,1992,0,0,0,41.43333333,-82.65222222
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1992,22,0,18170,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1992,23938,11633,3785012,41.41083333,-81.84944444
Ohio,Columbus,Lockbourne AFB,LCK,1992,7606,0,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1992,69,638,171176,40.91388889,-81.44166667
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1992,0,0,0,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1992,216,0,0,39.42805556,-83.79222222
Ohio,Springfield,Springfield-Beckley Municipal,SGH,1992,0,0,152,39.83833333,-83.83972222
Ohio,Columbus,Port Columbus International,CMH,1993,7974,14961,2383716,39.99111111,-82.87833333
Ohio,Lorain/Elyria,Lorain Cnty Regional,UXT,1993,0,0,0,41.34416667,-82.1775
Ohio,Dayton,James M Cox/Dayton International,DAY,1993,123587,5725,825686,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1993,0,0,29,39.10277778,-84.42138889
Ohio,Dayton,Wright-Patterson AFB,FFO,1993,17,0,155,39.82611111,-84.04833333
Ohio,Toledo,Toledo Express,TOL,1993,124885,150,201289,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1993,57,0,6142,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1993,24499,13240,3890066,41.41083333,-81.84944444
Ohio,Columbus,Lockbourne AFB,LCK,1993,6736,0,89,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1993,95,41,106718,40.91388889,-81.44166667
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1993,1,0,144,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1993,2,0,0,39.42805556,-83.79222222
Ohio,Columbus,Port Columbus International,CMH,1994,12730,14959,2591416,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1994,97743,5601,1164970,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1994,0,0,36,39.10277778,-84.42138889
Ohio,Dayton,Wright-Patterson AFB,FFO,1994,53,0,125,39.82611111,-84.04833333
Ohio,Cleveland,Lakefront,BKL,1994,0,0,147,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1994,91050,154,188542,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1994,225,0,24310,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1994,28506,13078,4837276,41.41083333,-81.84944444
Ohio,Columbus,Lockbourne AFB,LCK,1994,9819,2,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1994,43,8,140290,40.91388889,-81.44166667
Ohio,Zanesville,Zanesville Municipal,ZZV,1994,1,0,0,39.94277778,-81.8925
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1994,56,0,92,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1994,1,0,0,39.42805556,-83.79222222
Ohio,Columbus,Port Columbus International,CMH,1995,5706,17163,2747665,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1995,209791,18943,941345,39.90111111,-84.22
Ohio,Dayton,Wright-Patterson AFB,FFO,1995,30,0,0,39.82611111,-84.04833333
Ohio,Cleveland,Lakefront,BKL,1995,0,0,164,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1995,76380,150,199060,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1995,204,0,26384,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1995,29383,15403,5110205,41.41083333,-81.84944444
Ohio,Findlay,Findlay Airport,FDY,1995,1,0,0,41.01583333,-83.66638889
Ohio,Columbus,Lockbourne AFB,LCK,1995,11988,3,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1995,39,0,122081,40.91388889,-81.44166667
Ohio,Wilmington,Wilmington Air Park,ILN,1995,28,0,0,39.42805556,-83.79222222
Ohio,Columbus,Port Columbus International,CMH,1996,3171,15737,3102847,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1996,379165,29968,823454,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1996,4,0,213,39.10277778,-84.42138889
Ohio,Lima,Lima Allen County,AOH,1996,0,0,0,40.70833333,-84.02666667
Ohio,Middletown,Hook Field Municipal,MWO,1996,1,0,0,39.53166667,-84.39666667
Ohio,Cleveland,Lakefront,BKL,1996,0,0,397,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1996,201987,143,217273,41.59083333,-83.80083333
Ohio,Wooster,Wayne County,BJJ,1996,0,0,0,40.87472222,-81.88694444
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1996,53,0,36473,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1996,31382,15979,5286823,41.41083333,-81.84944444
Ohio,Findlay,Findlay Airport,FDY,1996,0,0,0,41.01583333,-83.66638889
Ohio,Columbus,Lockbourne AFB,LCK,1996,19542,0,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1996,96,0,143108,40.91388889,-81.44166667
Ohio,Zanesville,Zanesville Municipal,ZZV,1996,1,0,0,39.94277778,-81.8925
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1996,1,0,210,40.82,-82.51277778
Ohio,Springfield,Springfield-Beckley Municipal,SGH,1996,0,0,87,39.83833333,-83.83972222
Ohio,Columbus,Port Columbus International,CMH,1997,3365,14314,3223432,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1997,324604,27543,850411,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1997,1,0,0,39.10277778,-84.42138889
Ohio,Columbus,Ohio State University,OSU,1997,0,0,23,40.07805556,-83.07333333
Ohio,Dayton,Wright-Patterson AFB,FFO,1997,0,0,65,39.82611111,-84.04833333
Ohio,Dayton,Montgomery County,MGY,1997,0,0,153,39.59111111,-84.22388889
Ohio,Cleveland,Lakefront,BKL,1997,0,0,153,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1997,189656,124,269817,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1997,37,0,35963,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1997,48677,17779,5550436,41.41083333,-81.84944444
Ohio,Findlay,Findlay Airport,FDY,1997,1,0,0,41.01583333,-83.66638889
Ohio,Columbus,Lockbourne AFB,LCK,1997,40300,0,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1997,124,1,225635,40.91388889,-81.44166667
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1997,0,0,112,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1997,3012,0,0,39.42805556,-83.79222222
Ohio,Springfield,Springfield-Beckley Municipal,SGH,1997,0,0,0,39.83833333,-83.83972222
Ohio,Columbus,Port Columbus International,CMH,1998,2781,10320,3160488,39.99111111,-82.87833333
Ohio,Dayton,James M Cox/Dayton International,DAY,1998,329407,25665,936933,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1998,3,0,0,39.10277778,-84.42138889
Ohio,Dayton,Wright-Patterson AFB,FFO,1998,0,0,445,39.82611111,-84.04833333
Ohio,Lima,Lima Allen County,AOH,1998,1,0,0,40.70833333,-84.02666667
Ohio,Middletown,Hook Field Municipal,MWO,1998,2,0,0,39.53166667,-84.39666667
Ohio,Cleveland,Lakefront,BKL,1998,3,0,636,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1998,167270,88,259905,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1998,419,0,27228,41.25611111,-80.66972222
Ohio,Cleveland,Cleveland-Hopkins International,CLE,1998,48282,15660,5714280,41.41083333,-81.84944444
Ohio,Findlay,Findlay Airport,FDY,1998,1,0,0,41.01583333,-83.66638889
Ohio,Columbus,Lockbourne AFB,LCK,1998,35502,11,0,39.81416667,-82.93222222
Ohio,Akron,Akron-Canton Regional,CAK,1998,103,0,248064,40.91388889,-81.44166667
Ohio,Zanesville,Zanesville Municipal,ZZV,1998,5,0,0,39.94277778,-81.8925
Ohio,Mansfield,Mansfield Lahm Municipal,MFD,1998,7,0,60,40.82,-82.51277778
Ohio,Wilmington,Wilmington Air Park,ILN,1998,12530,0,0,39.42805556,-83.79222222
Ohio,Columbus,Port Columbus International,CMH,1999,2293,6778,3121152,39.99111111,-82.87833333
Ohio,Marion,Marion Municipal,MNN,1999,0,0,0,40.61638889,-83.06583333
Ohio,Dayton,James M Cox/Dayton International,DAY,1999,348554,16635,931292,39.90111111,-84.22
Ohio,Cincinnati,Lunken Field,LUK,1999,5,0,0,39.10277778,-84.42138889
Ohio,Hamilton,Hamilton/Fairfield,HAO,1999,5,0,0,39.36444444,-84.52472222
Ohio,Dayton,Wright-Patterson AFB,FFO,1999,24,0,88,39.82611111,-84.04833333
Ohio,Dayton,Montgomery County,MGY,1999,5,0,0,39.59111111,-84.22388889
Ohio,Lima,Lima Allen County,AOH,1999,3,0,0,40.70833333,-84.02666667
Ohio,Cleveland,Cuyahoga County,CGF,1999,0,0,0,41.56527778,-81.48666667
Ohio,Middletown,Hook Field Municipal,MWO,1999,32,0,0,39.53166667,-84.39666667
Ohio,Cleveland,Lakefront,BKL,1999,0,0,598,41.51694444,-81.68333333
Ohio,Toledo,Toledo Express,TOL,1999,139226,49,161370,41.59083333,-83.80083333
Ohio,Youngstown/Warren,Youngstown-Warren Regional,YNG,1999,92,0,26470,41.25611111,-80.66972222
