State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
New York,Albany,Albany International,ALB,1990,1821277,5422168,878309,42.74583333,-73.80527778
New York,Buffalo,Buffalo Niagara International,BUF,1990,5262615,7728324,1623559,42.94055556,-78.7325
New York,Elmira/Corning,Elmira/Corning Regional,ELM,1990,90767,16936,75480,42.16083333,-76.89527778
New York,Binghamton,Greater Binghamton/Edwin A. Link Field,BGM,1990,43703,24478,100218,42.20138889,-75.96916667
New York,Ithaca/Cortland,Ithaca Tompkins Regional,ITH,1990,37147,9846,44806,42.49027778,-76.45805556
New York,New York,John F. Kennedy International,JFK,1990,1124929858,137325410,13766505,40.63861111,-73.77694444
New York,New York,LaGuardia,LGA,1990,48083650,71425993,11083550,40.77944444,-73.87583333
New York,Islip,Long Island MacArthur,ISP,1990,1085156,2968416,422443,40.79666667,-73.10083333
New York,Niagara Falls,Niagara Falls International,IAG,1990,0,0,57,43.10722222,-78.94555556
New York,Utica/Rome,Oneida County,UCA,1990,5653,21724,26153,43.14138889,-75.38027778
New York,Rochester,Rochester Monroe County,ROC,1990,1803048,5820611,1153555,43.12138889,-77.67083333
New York,Newburgh/Poughkeepsie,Stewart International,SWF,1990,13521655,363636,183361,41.50583333,-74.09722222
New York,Syracuse,Syracuse Hancock International,SYR,1990,2380826,8694372,1165577,43.11055556,-76.1025
New York,White Plains,Westchester County,HPN,1990,6860,21,160491,41.06888889,-73.70777778
New York,New York,West 30th Street Heliport,JRA,1991,2,0,0,40.75444444,-74.0075
New York,Ovid,Ovid Airport,WQA,1991,1,0,0,42.65472222,-76.79666667
New York,New York,John F. Kennedy International,JFK,1991,262136,57122,8354452,40.63861111,-73.77694444
New York,New York,LaGuardia,LGA,1991,22190,33508,9194934,40.77944444,-73.87583333
New York,Rome,Griffiss AFB,RME,1991,25,0,8876,43.23388889,-75.4075
New York,Rochester,Rochester Monroe County,ROC,1991,7452,2603,1069888,43.12138889,-77.67083333
New York,Jamestown,Chautauqua County/Jamestown,JHW,1991,356,0,0,42.15055556,-79.25805556
New York,Newburgh/Poughkeepsie,Stewart International,SWF,1991,19852,802,360032,41.50583333,-74.09722222
New York,Syracuse,Syracuse Hancock International,SYR,1991,21773,3359,1039284,43.11055556,-76.1025
New York,Albany,Albany International,ALB,1991,2235,2621,763298,42.74583333,-73.80527778
New York,Plattsburgh,Clinton County,PLB,1991,305,0,0,44.68833333,-73.52111111
New York,Buffalo,Buffalo Niagara International,BUF,1991,13910,3893,1564781,42.94055556,-78.7325
New York,Watertown,Watertown International,ART,1991,0,0,0,43.99083333,-76.02138889
New York,White Plains,Westchester County,HPN,1991,3,0,178415,41.06888889,-73.70777778
New York,Binghamton,Greater Binghamton/Edwin A. Link Field,BGM,1991,37,0,102675,42.20138889,-75.96916667
New York,Elmira/Corning,Elmira/Corning Regional,ELM,1991,486,1,72500,42.16083333,-76.89527778
New York,Islip,Long Island MacArthur,ISP,1991,342,1652,414753,40.79666667,-73.10083333
New York,Ithaca/Cortland,Ithaca Tompkins Regional,ITH,1991,30,4,45456,42.49027778,-76.45805556
New York,Niagara Falls,Niagara Falls International,IAG,1991,0,0,224,43.10722222,-78.94555556
New York,Plattsburgh,Plattsburgh International,PBG,1991,478,0,380,44.65083333,-73.46805556
New York,Glens Falls,Warren County,GFL,1991,1,0,0,43.34444444,-73.60916667
