State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Michigan,Flint,Bishop International,FNT,1990,30661,161067,62716,42.96666667,-83.74166667
Michigan,Lansing,Capital City,LAN,1990,120656,388440,187455,42.77916667,-84.58833333
Michigan,Traverse City,Cherry Capital,TVC,1990,40024,93,29363,44.74,-85.58583333
Michigan,Detroit,Detroit City,DET,1990,500146,0,362655,42.40666667,-83.00833333
Michigan,Detroit,Detroit Metro Wayne County,DTW,1990,71422900,64851583,9973091,42.21666667,-83.34444444
Michigan,Kalamazoo,Kalamazoo/Battle Creek International,AZO,1990,221637,123907,176171,42.23638889,-85.55361111
Michigan,Grand Rapids,Kent County,GRR,1990,1071500,3300656,614349,42.88111111,-85.52416667
Michigan,Saginaw/Bay City/Midland,MBS International,MBS,1990,225746,351168,218997,43.53166667,-84.08166667
Michigan,Detroit,Willow Run,YIP,1990,507933,0,0,42.23777778,-83.53055556
Michigan,Detroit,Detroit Metro Wayne County,DTW,1991,58662,33607,9799715,42.21666667,-83.34444444
Michigan,Detroit,Willow Run,YIP,1991,35893,8460,0,42.23777778,-83.53055556
Michigan,Grand Rapids,Kent County,GRR,1991,5550,2726,583896,42.88111111,-85.52416667
Michigan,Pontiac,Oakland/Pontiac,PTK,1991,0,0,1353,42.665,-83.41805556
Michigan,Detroit,Detroit City,DET,1991,246,0,320623,42.40666667,-83.00833333
Michigan,Alpena,Phelps/Collins,APN,1991,36,0,256,45.08166667,-83.55583333
Michigan,Marquette,K. I. Sawyer AFB,SAW,1991,444,0,0,46.35361111,-87.39527778
Michigan,Mt. Clemens,Selfridge Angb,MTC,1991,456,0,148,42.60083333,-82.83722222
Michigan,Oscoda,Wurtsmith AFB,OSC,1991,461,0,0,44.45138889,-83.39416667
Michigan,Hancock/Houghton,Houghton County Memorial,CMX,1991,0,0,173,47.16777778,-88.48638889
Michigan,Escanaba,Delta County,ESC,1991,0,0,311,45.72055556,-87.08666667
Michigan,Iron Mountain/Kingsfd,Ford,IMT,1991,93,0,424,45.81555556,-88.11416667
Michigan,Muskegon,Muskegon County,MKG,1991,0,1,6205,43.17055556,-86.2375
Michigan,Marquette,Marquette County,MQT,1991,102,22,5289,46.35361111,-87.39527778
Michigan,Pellston,Pellston Regional Airport of Emmet County,PLN,1991,41,0,439,45.57083333,-84.79277778
Michigan,Sault Ste. Marie,Kincheloe AFB,CIU,1991,0,0,129,46.24222222,-84.46611111
Michigan,Kalamazoo,Kalamazoo/Battle Creek International,AZO,1991,315,34,169432,42.23638889,-85.55361111
Michigan,Battle Creek,W K Kellogg,BTL,1991,0,0,0,42.30916667,-85.24777778
Michigan,Lansing,Capital City,LAN,1991,2961,244,191491,42.77916667,-84.58833333
Michigan,Saginaw/Bay City/Midland,MBS International,MBS,1991,521,290,218280,43.53166667,-84.08166667
Michigan,Traverse City,Cherry Capital,TVC,1991,183,2,46250,44.74,-85.58583333
Michigan,Bellaire,Antrim County,ACB,1991,0,0,43,44.98472222,-85.19916667
Michigan,Flint,Bishop International,FNT,1991,229,91,67335,42.96666667,-83.74166667
Michigan,Drummond Island,Drummond Island Airport,DRE,1991,0,0,0,46.01111111,-83.74583333
Michigan,Detroit,Detroit Metro Wayne County,DTW,1992,59443,40072,10424778,42.21666667,-83.34444444
Michigan,Detroit,Willow Run,YIP,1992,34699,1235,146,42.23777778,-83.53055556
Michigan,Grand Rapids,Kent County,GRR,1992,6048,3959,623718,42.88111111,-85.52416667
Michigan,Pontiac,Oakland/Pontiac,PTK,1992,18,0,1195,42.665,-83.41805556
Michigan,Detroit,Detroit City,DET,1992,242,0,284071,42.40666667,-83.00833333
Michigan,Alpena,Phelps/Collins,APN,1992,45,0,359,45.08166667,-83.55583333
Michigan,Marquette,K. I. Sawyer AFB,SAW,1992,992,0,171,46.35361111,-87.39527778
Michigan,Cadillac,Wexford County,CAD,1992,0,0,0,44.27583333,-85.41916667
Michigan,Mt. Clemens,Selfridge Angb,MTC,1992,1025,0,443,42.60083333,-82.83722222
Michigan,Oscoda,Wurtsmith AFB,OSC,1992,1086,0,75,44.45138889,-83.39416667
Michigan,Hancock/Houghton,Houghton County Memorial,CMX,1992,0,0,173,47.16777778,-88.48638889
Michigan,Escanaba,Delta County,ESC,1992,25,0,361,45.72055556,-87.08666667
Michigan,Iron Mountain/Kingsfd,Ford,IMT,1992,122,0,209,45.81555556,-88.11416667
Michigan,Muskegon,Muskegon County,MKG,1992,0,4,26333,43.17055556,-86.2375
Michigan,Marquette,Marquette County,MQT,1992,113,65,22564,46.35361111,-87.39527778
Michigan,Pellston,Pellston Regional Airport of Emmet County,PLN,1992,42,0,651,45.57083333,-84.79277778
Michigan,Benton Harbor/St. Joseph,Ross Field,BEH,1992,0,0,27,42.12777778,-86.42833333
Michigan,Sault Ste. Marie,Kincheloe AFB,CIU,1992,0,0,129,46.24222222,-84.46611111
Michigan,Kalamazoo,Kalamazoo/Battle Creek International,AZO,1992,197,35,207637,42.23638889,-85.55361111
Michigan,Battle Creek,W K Kellogg,BTL,1992,0,0,88,42.30916667,-85.24777778
Michigan,Lansing,Capital City,LAN,1992,163,642,235705,42.77916667,-84.58833333
Michigan,Saginaw/Bay City/Midland,MBS International,MBS,1992,607,554,231600,43.53166667,-84.08166667
