State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Delaware,Dover,Dover AFB,DOV,1990,4935174,0,413,39.12694444,-75.46444444
Delaware,Dover,Dover AFB,DOV,1991,35435,132,6861,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1991,0,0,109,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1992,7525,0,414,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1992,1,0,186,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1993,8898,0,529,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1993,20,0,320,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1994,33348,0,2491,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1994,0,0,224,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1995,11176,0,1849,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1995,0,0,393,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1996,13145,0,1373,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,1996,0,0,48,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,1996,16,0,575,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1997,14911,0,1092,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1997,5,10,579,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1998,3883,0,268,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,1998,8,0,457,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,1999,4138,0,203,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,1999,0,0,0,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,1999,22,0,1,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2000,3218,0,273,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2000,33,0,323,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2001,17120,1,0,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2001,0,0,0,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2002,22385,0,1130,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2002,1,0,422,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2003,44555,0,618,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2003,0,0,1813,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2004,56856,0,817,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2004,0,0,1132,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2005,70772,0,910,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2005,0,0,1040,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2006,51561,0,1099,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2006,0,0,8451,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2007,37650,0,798,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2007,0,0,11366,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2008,50066,0,852,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2008,7,0,1033,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2009,67062,0,1344,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,2009,0,0,2,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,2009,4,0,287,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2010,82679,0,732,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,2010,0,0,1,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,2010,0,0,726,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2011,80786,0,725,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,2011,0,0,2,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,2011,0,0,562,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2012,40938,0,717,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2012,0,0,994,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2013,10737,0,1476,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2013,0,0,51642,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2014,1936,0,831,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2014,1,0,104462,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2015,753,0,0,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2015,0,0,12541,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2016,4608,0,463,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2016,2,0,1096,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2017,24763,0,635,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2017,2,0,327,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2018,28274,0,228,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2018,8,0,323,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2019,20851,0,332,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,2019,0,0,2,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,2019,0,0,437,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2020,16877,0,493,39.12694444,-75.46444444
Delaware,Wilmington,Greater Wilmington,ILG,2020,10,0,580,39.67833333,-75.6075
Delaware,Dover,Dover AFB,DOV,2021,11014,0,332,39.12694444,-75.46444444
Delaware,Georgetown,Sussex County,GED,2021,0,0,0,38.68916667,-75.35888889
Delaware,Wilmington,Greater Wilmington,ILG,2021,0,0,12425,39.67833333,-75.6075
